FavouritesCount-0,z-score-1,FavouritesCount-1,FavouritesCount,FriendsCount-0,z-score-2,FriendsCount,StatusesCount-0,z-score-3,StatusesCount,isVerified,isTranslator,location,Lang-o,Lang,isRetweetedByMe
193,-0.745778199,0.006,<0.5,482,0.032220537,0.026,3000,-0.555840967,0.04,FALSE,FALSE,Caracas- Venezuela,es,others,FALSE
165,-0.749720731,0.005,<0.5,488,0.032621622,0.026,608,-0.715740393,0.008,FALSE,FALSE,null,en-GB,others,FALSE
5773,0.039912206,0.192,<0.5,497,0.03322325,0.027,11930,0.041107978,0.159,FALSE,FALSE,London- England,en,eng,FALSE
4998,-0.069211461,0.166,<0.5,495,0.033089555,0.027,54751,2.903588465,0.73,FALSE,FALSE,DPRZ,es,others,FALSE
2448,-0.428263528,0.081,<0.5,500,0.033423793,0.027,395,-0.729978928,0.005,FALSE,FALSE,Old Bethpage- NY,en,eng,FALSE
2227,-0.459381374,0.074,<0.5,503,0.033624336,0.027,1386,-0.663732971,0.018,FALSE,FALSE,Port Harcourt- Nigeria,en,eng,FALSE
1998,-0.491625657,0.066,<0.5,496,0.033156403,0.027,9195,-0.14172017,0.122,FALSE,FALSE, +49 | +62,en,eng,FALSE
432,-0.712125868,0.014,<0.5,504,0.033691183,0.027,427,-0.727839806,0.005,FALSE,FALSE,null,en,eng,FALSE
0,-0.772953512,0,<0.5,497,0.03322325,0.027,17241,0.396135508,0.23,FALSE,FALSE,null,en,eng,FALSE
0,-0.772953512,0,<0.5,497,0.03322325,0.027,17241,0.396135508,0.23,FALSE,FALSE,null,en,eng,FALSE
19102,1.916698479,0.635,>0.5,520,0.034760745,0.028,10166,-0.076811164,0.135,FALSE,FALSE,Texas,en,eng,FALSE
16930,1.610870601,0.563,>0.5,520,0.034760745,0.028,14098,0.186033545,0.188,FALSE,FALSE,ISLINGTON- NORF LONDON INNIT,en,eng,FALSE
8332,0.400231515,0.277,<0.5,513,0.034292812,0.028,12953,0.109493059,0.172,FALSE,FALSE,Sheffield- England,en,eng,FALSE
5236,-0.035699935,0.174,<0.5,524,0.035028135,0.028,1807,-0.635590137,0.024,FALSE,FALSE,Warszawa- Polska,pl,others,FALSE
2029,-0.487260711,0.067,<0.5,509,0.034025421,0.028,4003,-0.488792838,0.053,FALSE,FALSE,Dedridge- Scotland,en,eng,FALSE
2003,-0.490921634,0.066,<0.5,515,0.034426507,0.028,34678,1.561756868,0.462,FALSE,FALSE,null,en,eng,FALSE
1245,-0.59765162,0.041,<0.5,518,0.03462705,0.028,433,-0.72743872,0.005,FALSE,FALSE,null,en-gb,others,FALSE
1206,-0.603143005,0.04,<0.5,515,0.034426507,0.028,2387,-0.596818537,0.031,FALSE,FALSE,Philadelphia- PA,en,eng,FALSE
271,-0.734795429,0.009,<0.5,523,0.034961288,0.028,164,-0.745420721,0.002,FALSE,FALSE,null,en,eng,FALSE
7395,0.268297481,0.246,<0.5,527,0.035228678,0.029,13636,0.15514996,0.182,FALSE,FALSE,null,en,eng,FALSE
7278,0.251823328,0.242,<0.5,534,0.035696611,0.029,45737,2.301024323,0.61,FALSE,FALSE,null,en,eng,FALSE
3721,-0.249019104,0.123,<0.5,525,0.035094983,0.029,23582,0.820016052,0.314,FALSE,FALSE,San Antonio- TX,en,eng,FALSE
3310,-0.306889849,0.11,<0.5,532,0.035562916,0.029,2917,-0.561389316,0.038,FALSE,FALSE,England- United Kingdom,en,eng,FALSE
2764,-0.383769233,0.091,<0.5,535,0.035763459,0.029,3596,-0.515999805,0.047,FALSE,FALSE,ig// lewisaaron__,en,eng,FALSE
1441,-0.570053893,0.047,<0.5,526,0.03516183,0.029,30759,1.299781178,0.41,FALSE,FALSE,null,en,eng,FALSE
870,-0.650453395,0.028,<0.5,538,0.035964001,0.029,2877,-0.56406322,0.038,FALSE,FALSE,Winchester,en,eng,FALSE
176,-0.748171879,0.005,<0.5,528,0.035295525,0.029,1394,-0.66319819,0.018,FALSE,FALSE,null,en,eng,FALSE
95,-0.759577062,0.003,<0.5,537,0.035897154,0.029,241,-0.740273457,0.003,FALSE,FALSE,Guernsey,en,eng,FALSE
26,-0.769292589,0,<0.5,535,0.035763459,0.029,736,-0.707183902,0.009,FALSE,FALSE,London- England,en,eng,FALSE
26,-0.769292589,0,<0.5,535,0.035763459,0.029,735,-0.707250749,0.009,FALSE,FALSE,London- England,en,eng,FALSE
4277,-0.170731673,0.142,<0.5,551,0.03683302,0.03,2971,-0.557779547,0.039,FALSE,FALSE,Lagos- Nigeria,en,eng,FALSE
824,-0.656930413,0.027,<0.5,547,0.03656563,0.03,2711,-0.575159919,0.036,FALSE,FALSE,Derby,en,eng,FALSE
29,-0.768870175,0,<0.5,553,0.036966715,0.03,1566,-0.651700405,0.02,FALSE,FALSE,Guildford,en,eng,FALSE
14548,1.275473729,0.484,<0.5,562,0.037568343,0.031,5744,-0.37241119,0.076,FALSE,FALSE,Paradise- NV,en,eng,FALSE
14548,1.275473729,0.484,<0.5,562,0.037568343,0.031,5743,-0.372478038,0.076,FALSE,FALSE,Paradise- NV,en,eng,FALSE
10639,0.725068032,0.354,<0.5,567,0.037902581,0.031,4598,-0.449018524,0.061,FALSE,FALSE,GFH,en,eng,FALSE
8767,0.461481574,0.291,<0.5,566,0.037835734,0.031,4928,-0.42695882,0.065,FALSE,FALSE,null,en,eng,FALSE
7169,0.236475612,0.238,<0.5,566,0.037835734,0.031,11598,0.018914579,0.154,FALSE,FALSE,United Kingdom,en,eng,FALSE
1933,-0.500777965,0.064,<0.5,563,0.037635191,0.031,3930,-0.493672711,0.052,FALSE,FALSE,Liverpool- England,en,eng,FALSE
1051,-0.624967738,0.034,<0.5,561,0.037501496,0.031,71458,4.020411087,0.953,FALSE,FALSE,Tanzania,en,eng,FALSE
16719,1.581160802,0.556,>0.5,579,0.038704752,0.032,5456,-0.391663295,0.072,FALSE,FALSE,Toronto- Ontario,en,eng,FALSE
11342,0.824053758,0.377,<0.5,589,0.039373228,0.032,74914,4.251436345,1,FALSE,FALSE,London- England,en,eng,FALSE
2690,-0.394188783,0.089,<0.5,583,0.038972143,0.032,10953,-0.024202114,0.146,FALSE,FALSE,null,en,eng,FALSE
979,-0.635105679,0.032,<0.5,592,0.039573771,0.032,43701,2.164922638,0.583,TRUE,FALSE,London- ON,en,eng,FALSE
83,-0.761266719,0.002,<0.5,593,0.039640619,0.032,28133,1.124239416,0.375,TRUE,FALSE,Meudon- France,fr,others,FALSE
83,-0.761266719,0.002,<0.5,593,0.039640619,0.032,28132,1.124172569,0.375,TRUE,FALSE,Meudon- France,fr,others,FALSE
14665,1.291947883,0.488,<0.5,613,0.04097757,0.033,19521,0.548548004,0.26,FALSE,FALSE,United States,en,eng,FALSE
9425,0.554131087,0.313,<0.5,610,0.040777028,0.033,35161,1.594044252,0.469,FALSE,FALSE,Selangor- Malaysia,en,eng,FALSE
8903,0.480631017,0.296,<0.5,602,0.040242247,0.033,9816,-0.100207819,0.131,FALSE,FALSE,Bar Torino,es,others,FALSE
8878,0.477110899,0.295,<0.5,601,0.040175399,0.033,5837,-0.366194365,0.077,FALSE,FALSE,B-More,en,eng,FALSE
5557,0.009498384,0.184,<0.5,611,0.040843875,0.033,22422,0.742472852,0.299,FALSE,FALSE,null,en,eng,FALSE
4441,-0.147639697,0.147,<0.5,597,0.039908009,0.033,5358,-0.398214358,0.071,FALSE,FALSE,Merseyside,en,eng,FALSE
25164,2.770256764,0.837,>0.5,618,0.041311808,0.034,21353,0.671012782,0.285,FALSE,FALSE,Dublin- Ireland,en,eng,FALSE
19831,2.019345128,0.66,>0.5,630,0.042113979,0.034,16248,0.329755855,0.216,FALSE,FALSE,Smoke me a Kipper...,en,eng,FALSE
13695,1.155367293,0.455,<0.5,632,0.042247674,0.034,5508,-0.38818722,0.073,FALSE,FALSE,Gibraltar ,en,eng,FALSE
6404,0.128759992,0.213,<0.5,625,0.041779741,0.034,22435,0.743341871,0.299,FALSE,FALSE,scotland,en,eng,FALSE
3500,-0.28013695,0.116,<0.5,615,0.041111265,0.034,2646,-0.579505012,0.035,FALSE,FALSE,La Garde,fr,others,FALSE
1718,-0.531050982,0.057,<0.5,632,0.042247674,0.034,1420,-0.661460153,0.018,FALSE,FALSE,null,en,eng,FALSE
30045,3.457524661,1,>0.5,650,0.043450931,0.035,25016,0.91587549,0.333,FALSE,FALSE,? B3xGraphics@Gmail.com,en,eng,FALSE
30037,3.456398223,0.999,>0.5,650,0.043450931,0.035,25006,0.915207015,0.333,FALSE,FALSE,? B3xGraphics@Gmail.com,en,eng,FALSE
25747,2.852345923,0.856,>0.5,647,0.043250388,0.035,2405,-0.59561528,0.032,FALSE,FALSE,Bellingham- WA,en,eng,FALSE
13260,1.094117234,0.441,<0.5,643,0.042982998,0.035,12298,0.06570789,0.164,FALSE,FALSE,Norway,en,eng,FALSE
3437,-0.289007648,0.114,<0.5,645,0.043116693,0.035,3206,-0.542070364,0.042,FALSE,FALSE,South Texas,en,eng,FALSE
2920,-0.361803694,0.097,<0.5,636,0.042515065,0.035,7236,-0.272674592,0.096,FALSE,FALSE,Northway- Gloucestershire ,en,eng,FALSE
1316,-0.587654485,0.043,<0.5,638,0.04264876,0.035,2124,-0.614399452,0.028,FALSE,FALSE,null,en,eng,FALSE
1184,-0.606240709,0.039,<0.5,651,0.043517779,0.035,1027,-0.687731254,0.013,FALSE,FALSE,null,en,eng,FALSE
416,-0.714378743,0.013,<0.5,639,0.042715608,0.035,5161,-0.411383333,0.068,FALSE,FALSE,Birmingham,en,eng,FALSE
6,-0.772108683,0,<0.5,637,0.042581912,0.035,1671,-0.644681409,0.022,FALSE,FALSE,Brasil,pt,others,FALSE
15303,1.381781302,0.509,>0.5,666,0.044520492,0.036,13669,0.15735593,0.182,FALSE,FALSE,null,en,eng,FALSE
8047,0.360102166,0.267,<0.5,669,0.044721035,0.036,7421,-0.260307788,0.099,FALSE,FALSE,null,en,eng,FALSE
1504,-0.561183195,0.05,<0.5,654,0.043718321,0.036,1157,-0.679041068,0.015,FALSE,FALSE,avfc,en,eng,FALSE
27675,3.123817446,0.921,>0.5,673,0.044988425,0.037,10567,-0.050005282,0.141,FALSE,FALSE,United Kingdom,en,eng,FALSE
11262,0.81278938,0.374,<0.5,676,0.045188968,0.037,11225,-0.00601957,0.149,FALSE,FALSE,Michigan- USA,en,eng,FALSE
2188,-0.464872758,0.072,<0.5,680,0.045456359,0.037,3072,-0.55102794,0.04,FALSE,FALSE,North West- England,en,eng,FALSE
611,-0.686921821,0.02,<0.5,685,0.045790597,0.037,3246,-0.53939646,0.043,FALSE,FALSE,Newbury / Bournemouth,en,eng,FALSE
5094,-0.055694207,0.169,<0.5,688,0.045991139,0.038,5848,-0.365459041,0.078,FALSE,FALSE,Rochester- South East,en,eng,FALSE
3342,-0.302384098,0.111,<0.5,690,0.046124834,0.038,6958,-0.29125822,0.092,FALSE,FALSE,null,en,eng,FALSE
882,-0.648763738,0.029,<0.5,689,0.046057987,0.038,55734,2.969299642,0.743,FALSE,FALSE,Old Coulsdon,en,eng,FALSE
46,-0.766476494,0.001,<0.5,694,0.046392225,0.038,4599,-0.448951676,0.061,FALSE,FALSE,null,es,others,FALSE
25702,2.84600971,0.855,>0.5,722,0.048263957,0.039,9474,-0.123069694,0.126,FALSE,FALSE,Championship,en,eng,FALSE
3751,-0.244794962,0.124,<0.5,710,0.047461786,0.039,27820,1.103316122,0.371,FALSE,FALSE,null,en,eng,FALSE
2647,-0.400243386,0.088,<0.5,714,0.047729177,0.039,6004,-0.355030818,0.08,FALSE,FALSE,@irelands4courts - Arlington,en,eng,FALSE
388,-0.718321276,0.012,<0.5,717,0.047929719,0.039,216,-0.741944646,0.002,FALSE,FALSE,Lonely Lodge,en,eng,FALSE
314,-0.728740826,0.01,<0.5,714,0.047729177,0.039,559,-0.719015924,0.007,FALSE,FALSE,London,en,eng,FALSE
20899,2.169724582,0.695,>0.5,732,0.048932433,0.04,40514,1.951879381,0.54,FALSE,FALSE,Sadio Mane??s hairline,en,eng,FALSE
20898,2.169583777,0.695,>0.5,732,0.048932433,0.04,40511,1.951678838,0.54,FALSE,FALSE,Sadio Mane??s hairline,en,eng,FALSE
16809,1.593833228,0.559,>0.5,737,0.049266671,0.04,16069,0.317790137,0.214,FALSE,FALSE,Marshe ,en,eng,FALSE
15039,1.344608853,0.5,<0.5,726,0.048531348,0.04,21324,0.669074202,0.284,FALSE,FALSE,Pennsylvania- USA,en,eng,FALSE
8624,0.441346497,0.287,<0.5,740,0.049467214,0.04,10567,-0.050005282,0.141,FALSE,FALSE,Antrim- Northern Ireland,en,eng,FALSE
8574,0.43430626,0.285,<0.5,725,0.0484645,0.04,3816,-0.501293336,0.05,FALSE,FALSE,null,en,eng,FALSE
2217,-0.460789421,0.073,<0.5,726,0.048531348,0.04,2675,-0.577566432,0.035,FALSE,FALSE,Romford- London,en,eng,FALSE
2116,-0.475010699,0.07,<0.5,737,0.049266671,0.04,1456,-0.65905364,0.019,FALSE,FALSE,null,en,eng,FALSE
10328,0.68127776,0.343,<0.5,747,0.049935147,0.041,4797,-0.435715854,0.064,FALSE,FALSE,Newnan- GA,en,eng,FALSE
3627,-0.262254749,0.12,<0.5,742,0.049600909,0.041,13000,0.112634895,0.173,FALSE,FALSE,New Jersey- USA,en,eng,FALSE
2206,-0.462338273,0.073,<0.5,753,0.050336232,0.041,4422,-0.460783699,0.059,FALSE,FALSE,6.671883--1.56462,en,eng,FALSE
1872,-0.509367054,0.062,<0.5,758,0.05067047,0.041,4879,-0.430234352,0.065,FALSE,FALSE,null,en,eng,FALSE
4767,-0.101737354,0.158,<0.5,776,0.051873727,0.042,2868,-0.564664848,0.038,FALSE,FALSE,Liverpool- England,en,eng,FALSE
3535,-0.275208784,0.117,<0.5,772,0.051606337,0.042,71456,4.020277392,0.953,FALSE,FALSE,null,en,eng,FALSE
796,-0.660872945,0.026,<0.5,771,0.051539489,0.042,178,-0.744484855,0.002,FALSE,FALSE,Hilliard- OH,en,eng,FALSE
764,-0.665378697,0.025,<0.5,776,0.051873727,0.042,1179,-0.677570421,0.015,FALSE,FALSE,Formby- Liverpool,en,eng,FALSE
269,-0.735077039,0.008,<0.5,769,0.051405794,0.042,5567,-0.384243213,0.074,FALSE,FALSE,Huddersfield,en,eng,FALSE
9959,0.629320814,0.331,<0.5,791,0.052876441,0.043,1673,-0.644547713,0.022,FALSE,FALSE,Neelay | Brandon | Ryan | Rynn,en,eng,FALSE
6911,0.200147991,0.23,<0.5,793,0.053010136,0.043,21733,0.696414865,0.29,FALSE,FALSE,UK,en,eng,FALSE
5573,0.01175126,0.185,<0.5,785,0.052475355,0.043,5447,-0.392264923,0.072,FALSE,FALSE,Catalina -CA,en,eng,FALSE
4844,-0.09089539,0.161,<0.5,778,0.052007422,0.043,2950,-0.559183346,0.039,FALSE,FALSE,null,en,eng,FALSE
4490,-0.140740265,0.149,<0.5,783,0.05234166,0.043,74384,4.216007124,0.992,FALSE,FALSE,#Rotherhamiswonderful,en,eng,FALSE
4216,-0.179320762,0.14,<0.5,778,0.052007422,0.043,58495,3.153865828,0.78,FALSE,FALSE,North London / Cyprus,en,eng,FALSE
2016,-0.489091172,0.067,<0.5,792,0.052943288,0.043,368,-0.731783813,0.004,FALSE,FALSE,Monte Grande- Argentina,en,eng,FALSE
523,-0.699312637,0.017,<0.5,782,0.052274812,0.043,748,-0.706381731,0.009,FALSE,FALSE,null,en,eng,FALSE
22463,2.389943183,0.747,>0.5,799,0.053411221,0.044,17841,0.43624406,0.238,FALSE,FALSE,The Bar,en,eng,FALSE
21421,2.243224652,0.712,>0.5,810,0.054146545,0.044,27079,1.053782061,0.361,FALSE,FALSE,planet earth,en,eng,FALSE
18160,1.784060421,0.604,>0.5,811,0.054213392,0.044,37214,1.731282346,0.496,FALSE,FALSE,Ascot- South East,en,eng,FALSE
18157,1.783638007,0.604,>0.5,811,0.054213392,0.044,37211,1.731081804,0.496,FALSE,FALSE,Ascot- South East,en,eng,FALSE
1993,-0.492329681,0.066,<0.5,797,0.053277526,0.044,69981,3.921677202,0.934,FALSE,FALSE,Melbourne- Australia,en,eng,FALSE
1336,-0.58483839,0.044,<0.5,806,0.053879154,0.044,4102,-0.482174927,0.054,FALSE,FALSE,London- England,en,eng,FALSE
26949,3.021593211,0.896,>0.5,829,0.055416649,0.045,18447,0.476753697,0.246,FALSE,FALSE,10017,en,eng,FALSE
17123,1.638045914,0.569,>0.5,824,0.055082411,0.045,20023,0.582105493,0.267,FALSE,FALSE,Norway,no,others,FALSE
7013,0.214510074,0.233,<0.5,821,0.054881868,0.045,5612,-0.381235071,0.074,FALSE,FALSE,Iceland,en,eng,FALSE
6439,0.133688157,0.214,<0.5,839,0.056085125,0.046,71043,3.992669339,0.948,FALSE,FALSE,null,fr,others,FALSE
2916,-0.362366913,0.097,<0.5,833,0.055684039,0.046,6322,-0.333773285,0.084,FALSE,FALSE,London,en,eng,FALSE
429,-0.712548282,0.014,<0.5,836,0.055884582,0.046,369,-0.731716966,0.004,FALSE,FALSE,null,en,eng,FALSE
2553,-0.413479031,0.084,<0.5,854,0.057087839,0.047,1597,-0.64962813,0.021,FALSE,FALSE,???????W??a??????????,ja,others,FALSE
975,-0.635668898,0.032,<0.5,865,0.057823162,0.047,12137,0.054945428,0.162,FALSE,FALSE,alkhobar.,ar,others,FALSE
7583,0.294768771,0.252,<0.5,876,0.058558485,0.048,12879,0.104546337,0.171,FALSE,FALSE,Toronto- ON,en,eng,FALSE
1,-0.772812707,0,<0.5,871,0.058224248,0.048,15359,0.270328351,0.205,FALSE,FALSE,null,id,others,FALSE
4820,-0.094274704,0.16,<0.5,900,0.060162828,0.049,20800,0.634046067,0.277,FALSE,FALSE,Salisbury- Wiltshire,en,eng,FALSE
2554,-0.413338226,0.085,<0.5,898,0.060029132,0.049,23174,0.792742237,0.309,FALSE,FALSE,Cape town- South Africa-,en,eng,FALSE
29171,3.334461325,0.97,>0.5,920,0.061499779,0.05,6245,-0.338920549,0.083,FALSE,FALSE,Melbourne,en,eng,FALSE
21758,2.290675847,0.724,>0.5,907,0.060630761,0.05,4592,-0.449419609,0.061,FALSE,FALSE,Essex / London,en,eng,FALSE
21757,2.290535042,0.724,>0.5,907,0.060630761,0.05,4591,-0.449486457,0.061,FALSE,FALSE,Essex / London,en,eng,FALSE
14441,1.260407623,0.48,<0.5,907,0.060630761,0.05,4536,-0.453163074,0.06,FALSE,FALSE,Bristol- England,en,eng,FALSE
507,-0.701565513,0.016,<0.5,917,0.061299237,0.05,7066,-0.284038681,0.094,FALSE,FALSE,null,en,eng,FALSE
13330,1.103973566,0.443,<0.5,933,0.062368798,0.051,7328,-0.266524614,0.097,FALSE,FALSE,Louisville- KY,en,eng,FALSE
2844,-0.372504854,0.094,<0.5,934,0.062435645,0.051,9202,-0.141252237,0.122,FALSE,FALSE,null,en,eng,FALSE
2458,-0.426855481,0.081,<0.5,935,0.062502493,0.051,3570,-0.517737842,0.047,FALSE,FALSE,null,en,eng,FALSE
2154,-0.469660119,0.071,<0.5,931,0.062235103,0.051,21192,0.660250321,0.282,FALSE,FALSE,Lagos- Nigeria,en,eng,FALSE
1378,-0.578924591,0.045,<0.5,932,0.06230195,0.051,11546,0.015438505,0.154,FALSE,FALSE,Virginia- USA,en,eng,FALSE
1351,-0.582726319,0.044,<0.5,938,0.062703036,0.051,1437,-0.660323744,0.019,FALSE,FALSE,Indianapolis,en,eng,FALSE
821,-0.657352827,0.027,<0.5,930,0.062168255,0.051,3619,-0.514462311,0.048,FALSE,FALSE,Northern Ireland- United Kingdom,en,eng,FALSE
820,-0.657493632,0.027,<0.5,930,0.062168255,0.051,3616,-0.514662853,0.048,FALSE,FALSE,Northern Ireland- United Kingdom,en,eng,FALSE
18875,1.884735804,0.628,>0.5,942,0.062970426,0.052,61213,3.335557567,0.817,FALSE,FALSE,Premier League & deluded ,en,eng,FALSE
16979,1.617770033,0.565,>0.5,955,0.063839445,0.052,39543,1.886970375,0.527,FALSE,FALSE,null,en,eng,FALSE
5116,-0.052596503,0.17,<0.5,954,0.063772597,0.052,13343,0.135563617,0.178,FALSE,FALSE,Straight outta Souffffhamton,en,eng,FALSE
3727,-0.248174276,0.124,<0.5,946,0.063237817,0.052,22054,0.71787294,0.294,FALSE,FALSE,SpaceTime.. ,en,eng,FALSE
435,-0.711703453,0.014,<0.5,942,0.062970426,0.052,2980,-0.557177918,0.039,FALSE,FALSE,null,en,eng,FALSE
1192,-0.605114271,0.039,<0.5,962,0.064307378,0.053,2053,-0.619145631,0.027,FALSE,FALSE,Leeds- England,en,eng,FALSE
27626,3.116918014,0.919,>0.5,983,0.065711177,0.054,36087,1.655945117,0.481,FALSE,FALSE,Boston- MA,en,eng,FALSE
25075,2.757725143,0.834,>0.5,987,0.065978568,0.054,10554,-0.050874301,0.14,FALSE,FALSE,null,en,eng,FALSE
13027,1.061309732,0.433,<0.5,980,0.065510634,0.054,3592,-0.516267196,0.047,FALSE,FALSE,Croydon- London,en,eng,FALSE
13027,1.061309732,0.433,<0.5,980,0.065510634,0.054,3590,-0.516400891,0.047,FALSE,FALSE,Croydon- London,en,eng,FALSE
13026,1.061168927,0.433,<0.5,980,0.065510634,0.054,3587,-0.516601433,0.047,FALSE,FALSE,Croydon- London,en,eng,FALSE
12863,1.038217756,0.428,<0.5,988,0.066045415,0.054,70850,3.979767755,0.945,FALSE,FALSE,null,en-gb,others,FALSE
7580,0.294346357,0.252,<0.5,991,0.066245958,0.054,1443,-0.659922658,0.019,FALSE,FALSE,Barpeta- India,en,eng,FALSE
7186,0.238869292,0.239,<0.5,982,0.06564433,0.054,2139,-0.613396738,0.028,FALSE,FALSE,Canberra- Australian Capital T,en,eng,FALSE
3710,-0.250567956,0.123,<0.5,992,0.066312805,0.054,23409,0.808451419,0.312,FALSE,FALSE,Nigeria,en,eng,FALSE
3710,-0.250567956,0.123,<0.5,992,0.066312805,0.054,23407,0.808317724,0.312,FALSE,FALSE,Nigeria,en,eng,FALSE
2962,-0.355889896,0.098,<0.5,993,0.066379653,0.054,3744,-0.506106362,0.049,FALSE,FALSE,Toronto- Ontario,en,eng,FALSE
2717,-0.390387055,0.09,<0.5,990,0.06617911,0.054,2776,-0.570814826,0.037,FALSE,FALSE,ENGLAND,en,eng,FALSE
2101,-0.47712277,0.069,<0.5,994,0.066446501,0.054,12170,0.057151399,0.162,FALSE,FALSE,Lancashire,en,eng,FALSE
18373,1.814051829,0.611,>0.5,1004,0.067114977,0.055,10454,-0.057559059,0.139,FALSE,FALSE,England- United Kingdom,en-GB,others,FALSE
16848,1.599324613,0.56,>0.5,1000,0.066847586,0.055,7561,-0.250949126,0.1,FALSE,FALSE,Waterford- Ireland,en,eng,FALSE
4518,-0.136797733,0.15,<0.5,999,0.066780739,0.055,5864,-0.36438948,0.078,FALSE,FALSE,null,en,eng,FALSE
23582,2.547503678,0.784,>0.5,1024,0.068451928,0.056,18195,0.459908105,0.242,FALSE,FALSE,Germany,en,eng,FALSE
20870,2.165641245,0.694,>0.5,1024,0.068451928,0.056,5175,-0.410447467,0.069,FALSE,FALSE,null,en,eng,FALSE
18603,1.846436917,0.619,>0.5,1019,0.06811769,0.056,5083,-0.416597445,0.067,FALSE,FALSE,null,en,eng,FALSE
3511,-0.278588098,0.116,<0.5,1015,0.0678503,0.056,15968,0.311038531,0.213,FALSE,FALSE,dundee,en,eng,FALSE
3402,-0.293935814,0.113,<0.5,1014,0.067783452,0.056,2007,-0.62222062,0.026,FALSE,FALSE,Takoradi- Ghana,en,eng,FALSE
827,-0.656507998,0.027,<0.5,1013,0.067716605,0.056,6892,-0.295670161,0.091,FALSE,FALSE,Wales- United Kingdom,en,eng,FALSE
0,-0.772953512,0,<0.5,1031,0.068919861,0.056,118,-0.74849571,0.001,FALSE,FALSE,Richardson- TX,en,eng,FALSE
1988,-0.493033705,0.066,<0.5,1034,0.069120404,0.057,13986,0.178546615,0.186,FALSE,FALSE,Bournemouth- England,en,eng,FALSE
1029,-0.628065443,0.034,<0.5,1042,0.069655185,0.057,229,-0.741075628,0.003,FALSE,FALSE,null,en,eng,FALSE
5168,-0.045274657,0.172,<0.5,1060,0.070858441,0.058,16420,0.34125364,0.219,FALSE,FALSE,North West- England,en,eng,FALSE
3516,-0.277884074,0.117,<0.5,1063,0.071058984,0.058,1473,-0.657917231,0.019,FALSE,FALSE,null,en,eng,FALSE
7231,0.245205505,0.24,<0.5,1078,0.072061698,0.059,68988,3.855297549,0.92,FALSE,FALSE,Missouri,en,eng,FALSE
4025,-0.206214466,0.133,<0.5,1069,0.07146007,0.059,13295,0.132354933,0.177,FALSE,FALSE,Northampton- UK,en,eng,FALSE
22926,2.455135774,0.763,>0.5,1086,0.072596479,0.06,10629,-0.045860732,0.141,FALSE,FALSE,null,en,eng,FALSE
18282,1.801238598,0.608,>0.5,1092,0.072997564,0.06,42732,2.100147327,0.57,FALSE,FALSE,VA,en,eng,FALSE
9781,0.604257572,0.325,<0.5,1100,0.073532345,0.06,4659,-0.444940821,0.062,FALSE,FALSE,Dagenham,en-GB,others,FALSE
96,-0.759436258,0.003,<0.5,1099,0.073465497,0.06,3431,-0.527029657,0.045,FALSE,FALSE,null,it,others,FALSE
96,-0.759436258,0.003,<0.5,1099,0.073465497,0.06,3431,-0.527029657,0.045,FALSE,FALSE,null,it,others,FALSE
12208,0.945990656,0.406,<0.5,1110,0.074200821,0.061,5999,-0.355365056,0.08,FALSE,FALSE,bristol,en,eng,FALSE
1605,-0.546961917,0.053,<0.5,1121,0.074936144,0.061,4133,-0.480102651,0.055,FALSE,FALSE,London- England,en,eng,FALSE
763,-0.665519501,0.025,<0.5,1120,0.074869297,0.061,15681,0.291853274,0.209,FALSE,FALSE,Chesterfield- Derbyshire,en,eng,FALSE
3845,-0.231559317,0.127,<0.5,1134,0.075805163,0.062,3907,-0.495210206,0.052,FALSE,FALSE,Logicville- USA,en,eng,FALSE
2459,-0.426714676,0.081,<0.5,1141,0.076273096,0.063,31429,1.34456906,0.419,FALSE,FALSE,Lekki- Nigeria,en,eng,FALSE
615,-0.686358602,0.02,<0.5,1145,0.076540486,0.063,309,-0.735727821,0.004,FALSE,FALSE,Coventry- England,en,eng,FALSE
29,-0.768870175,0,<0.5,1152,0.077008419,0.063,1238,-0.673626413,0.016,FALSE,FALSE,United States,en,eng,FALSE
18220,1.792508705,0.606,>0.5,1166,0.077944285,0.064,51876,2.711401655,0.692,FALSE,FALSE,DPRV/HR,en,eng,FALSE
8877,0.476970094,0.295,<0.5,1167,0.078011133,0.064,15395,0.272734864,0.205,FALSE,FALSE,United States,en,eng,FALSE
7821,0.328280297,0.26,<0.5,1161,0.077610048,0.064,5902,-0.361849271,0.078,FALSE,FALSE,United States,en,eng,FALSE
16933,1.611293015,0.563,>0.5,1191,0.079615475,0.065,7652,-0.244865996,0.102,FALSE,FALSE,canada,en,eng,FALSE
9309,0.537797738,0.309,<0.5,1181,0.078946999,0.065,38861,1.841380321,0.518,FALSE,FALSE,South Africa,en,eng,FALSE
5713,0.031463922,0.19,<0.5,1195,0.079882865,0.066,5271,-0.404030098,0.07,FALSE,FALSE,null,en,eng,FALSE
4522,-0.136234514,0.15,<0.5,1200,0.080217103,0.066,3143,-0.546281762,0.041,FALSE,FALSE,Glasgow- Scotland,en,eng,FALSE
431,-0.712266672,0.014,<0.5,1211,0.080952427,0.066,774,-0.704643693,0.01,FALSE,FALSE,Los Angeles- CA,en,eng,FALSE
12056,0.924588337,0.401,<0.5,1216,0.081286665,0.067,9076,-0.149675033,0.121,FALSE,FALSE,null,en,eng,FALSE
12056,0.924588337,0.401,<0.5,1216,0.081286665,0.067,9074,-0.149808728,0.121,FALSE,FALSE,null,en,eng,FALSE
